Claim Text,Source of Verification,url,Given Label,Filtered Label
Photo shows dead bodies lying on roads after COVID-19 outbreak in Italy.,boomlive.in,https://www.boomlive.in/fast-check/no-this-photo-does-not-show-dead-bodies-from-the-coronavirus-in-italy-7325,False,false
Muslim man spitting on food to infect people with COVID-19,thequint.com,https://www.thequint.com/news/webqoof/covid-19-old-video-of-man-spitting-on-food-given-communal-angle,False,false
Police in Zimbabwe beating churchgoers because their place of worship refused to close to prevent the spread of COVID-19,boomlive.in,https://www.boomlive.in/world/coronavirus/corona-outbreak-did-zimbabwe-police-beat-up-churchgoers-7392,False,false
Photos show Italian patients on the street unable to get treatment,bbc.co.uk,https://www.bbc.co.uk/news/52124740,Misleading - the photos show earthquake  victims in Croatia,false
Video shows people tearing down a 5G mast in China,bbc.co.uk,https://www.bbc.co.uk/news/52124740,Misleading - the video shows protesters in Hong Kong in 2019 and is unrelated to 5G,false
Baking soda can treat coronavirus,bbc.co.uk,https://www.bbc.co.uk/news/52124740,Misleading - there is no evidence to support this claim,false
Steam can treat coronavirus,bbc.co.uk,https://www.bbc.co.uk/news/52124740,Misleading and potentially harmful advice,false
"A letter from Johns Hopkins University with advice to avoid ""contagion""",bbc.co.uk,https://www.bbc.co.uk/news/52124740,Fake - Johns Hopkins did not write the letter,false
CNBC claims COVID-19 survives in air for 8 hours; paper and plastic for 3-4 hours,boomlive.in,https://www.boomlive.in/fake-news/message-claiming-coronavirus-can-last-up-to-8-hours-in-air-is-misleading-7328,False,false
Hot water gargles cure coronavirus,thequint.com,https://www.thequint.com/news/webqoof/hot-water-gargles-cure-covid-19-claim-not-medically-corroborated,False,false
"“The new fad disease called the ‘coronavirus’ is sweeping headlines. Funny enough, there was a patent for the coronavirus was filed in 2015 and granted in 2018.”",factcheck.org,https://www.factcheck.org/2020/01/social-media-posts-spread-bogus-coronavirus-conspiracy-theory/,False,false
Muslim owned restaurants spitting in food to spread Coronavirus,thelogicalindian.com,https://thelogicalindian.com/fact-check/muslim-spit-restaurant-covid-19-coronavirus-20457,Misleading,false
52 group admins arrested by Dadar Cyber Crime Police Station for having misleading fowards in the group,altnews.in,https://www.altnews.in/fake-message-claims-dadar-police-register-case-against-52-people-for-misinformation-on-coronavirus/,False,false
Dead body of a COVID-19 patient transmits the novel coronavirus,thelogicalindian.com,https://thelogicalindian.com/fact-check/dead-body-coronavirus-covid-19-20387,Misleading,false
Imran Khan's wife and his drive have been tested positive for coronavirus,altnews.in,https://www.altnews.in/morphed-aaj-tak-graphic-falsely-claims-pakistan-pms-wife-and-driver-tested-positive-for-coronavirus/,False,false
Video shows chicks hatching from dumped eggs in Gujarat,boomlive.in,https://www.boomlive.in/fake-news/video-of-chicks-hatching-in-the-open-not-from-india-7568,False,false
Video of Saddam Hussein talking about the US threatening Iraq with use of coronavirus,altnews.in,https://www.altnews.in/no-saddam-hussein-did-not-say-us-had-threatened-iraq-with-coronavirus-in-1990/,False,false
"Photos show mysterious baby in Ajmer, who gave a solution to end the Coronavirus outbreak",boomlive.in,https://www.boomlive.in/fake-news/images-of-baby-with-birth-defect-falsely-linked-to-coronavirus-7449,False,false
Saddam Hussein said that US had threatened in 1990 that they will use coronavirus if Iraqis did not follow their command,thequint.com,https://www.thequint.com/news/webqoof/doctored-video-of-saddam-hussein-used-to-claim-usa-threatened-iraq-with-cornaivrus-in-1990,False,false
Sharing COVID-19 messages declared a punishable offence in India,factcheck.afp.com,https://factcheck.afp.com/hoax-circulates-india-government-has-banned-coronavirus-related-posts-social-media,False,false
"""Wuhan’s corona virus can be cured by one bowl of freshly boiled garlic water.""",factcheck.org,https://www.factcheck.org/2020/02/fake-coronavirus-cures-part-2-garlic-isnt-a-cure/,False,false
Muslims punished for breaking lockdown in India,altnews.in,https://www.altnews.in/video-of-pakistani-police-making-people-squat-and-hold-their-ears-viral-in-indian-social-media/,False,false
Says Nostradamus predicted the coronavirus in a 1551 passage about a plague spreading from the east.,politifact.com,https://www.politifact.com/factchecks/2020/apr/06/facebook-posts/no-evidence-nostradamus-predicted-novel-coronaviru/,False,false
Martial arts movie star Chuck Norris has died from the COVID-19 coronavirus disease.,snopes.com,https://www.snopes.com/fact-check/did-covid-19-kill-chuck-norris/,False,false
"The television show ""My Secret Terrius"" predicted the 2020 COVID-19 outbreak.",snopes.com,https://www.snopes.com/fact-check/secret-terrius-predict-covid19/,False,false
"Image shows Indonesian doctor Hadio Ali, watching his family moments before he died of COVID-19",boomlive.in,https://www.boomlive.in/fake-news/false-indonesian-doctors-last-photo-before-he-died-of-covid-19-7352,False,false
Photos show state of Italy amid coronavirus,thequint.com,https://www.thequint.com/news/webqoof/photos-from-aftermath-of-earthquake-croatia-shared-as-effect-of-coronavirus-in-italy-fact-check,False,false
"According to a WHO report, the novel Coronavirus stays on cabbage for 30 hours. Therefore, people are advised to stay away from cabbage.",boomlive.in,https://www.boomlive.in/world/coronavirus/world-health-organisation-report-did-not-say-coronavirus-stays-in-cabbage-7499,False,false
A Disaster management act has been implemented under which no citizen is allowed to post any update on coronavirus.,thelogicalindian.com,https://thelogicalindian.com/fact-check/disaster-management-act-coronavirus-supreme-court-20523,Misleading,false
Cities worst affected by coronavirus cases are along latitude 40°,altnews.in,https://www.altnews.in/places-most-affected-by-coronavirus-not-situated-on-latitude-40-misleading-image-viral/,False,false
"There is a cure for COVID-19, it is not a new disease.",thelogicalindian.com,https://thelogicalindian.com/fact-check/dr-ramesh-gupta-jantu-vigyan-book-covid-19-antihistamin-20403,False,false
5G can make you sick.,fullfact.org,https://fullfact.org/online/5g-coronavirus-20-note/,There’s no evidence that 5G can harm your health.,false
"Hospitals get ""$13,000 from Medicare if you call it COVID-19"" when a patient dies.",politifact.com,https://www.politifact.com/article/2020/may/08/fact-checking-plandemic-documentary-full-false-con/,Misleading,false
"""It’s very clear this virus was manipulated.""",politifact.com,https://www.politifact.com/article/2020/may/08/fact-checking-plandemic-documentary-full-false-con/,Scientists say it’s not,false
Amit Shah tests positive for COVID-19,boomlive.in,https://www.boomlive.in/fake-news/fake-graphic-claims-amit-shah-tests-positive-for-coronavirus-7393,False,false
How TikTok Influencers Are Fuelling Fake News on COVID-19,thequint.com,https://www.thequint.com/news/webqoof/how-tiktok-has-become-a-hotbed-for-disinformation-around-covid-19,False,false
Cristiano Ronaldos hotels will be turned into hospitals to treat Coronavirus patients,boomlive.in,https://www.boomlive.in/fake-news/no-cristiano-ronaldos-hotels-will-not-be-turned-into-hospitals-for-coronavirus-patients-7233,False,false
COVID-19 can spread through a mosquito bite,thelogicalindian.com,https://thelogicalindian.com/fact-check/mosquito-coronavirus-outbreak-20171,False,false
38 Percent of Americans Will Not Buy Corona Beer Because of Corona Virus,factcheck.thedispatch.com,https://factcheck.thedispatch.com/p/are-38-percent-of-americans-avoiding,A flawed survey is yielding misleading news stories.,false
Homoeopathy drug Arsenicum album 30 Is a ‘prophylactic medicine’ for Coronavirus.,thelogicalindian.com,https://thelogicalindian.com/fact-check/ayush-ministry-coronavirus-20013,False,false
"""Poll Finds 38% of Americans Say They Will Not Drink Corona Beer Because of Virus.""",politifact.com,https://www.politifact.com/factchecks/2020/mar/02/facebook-posts/no-poll-does-not-say-38-americans-wont-drink-coron/,False,false
"Video of a person who committed suicide after getting infected with coronavirus in New York, USA",altnews.in,https://www.altnews.in/old-unrelated-video-of-a-woman-committing-suicide-shared-as-a-person-committed-suicide-in-newyork-after-getting-infected-with-coronavirus/,False,false
"Says President Donald Trump will announce that a scientist ""finally found vaccine to cure corona virus.""",politifact.com,https://www.politifact.com/factchecks/2020/apr/01/blog-posting/spam-news-websites-spread-false-claim-about-corona/,Pants on Fire,false
Grade 12 Zoology book by Dr Ramesh Gupta mentionsa cure for coronavirus,altnews.in,https://www.altnews.in/no-dr-ramesh-guptas-zoology-book-does-not-mention-a-cure-for-novel-coronavirus/,False,false
"Video claims a doctor from Kasturba hospital, Mumbai, has suggested hot water gargle as a cure to Coronavirus",boomlive.in,https://www.boomlive.in/tiktok-video-on-coronavirus-goes-viral-as-doctor,False,false
A video claimed people in Turkey left out food donations for the poor facing coronavirus quarantine,bbc.com,https://www.bbc.com/news/52039642,Misleading - the video shows donations for earthquake victims,false
"Bill Gates wrote a ""beautiful message"" about coronavirus",bbc.com,https://www.bbc.com/news/52039642,Fake - Bill Gates did not write the message,false
Helicopters are spraying houses with disinfectant to tackle coronavirus,bbc.com,https://www.bbc.com/news/52039642,There is no evidence this is happening,false
23-year-old man from Tripura died of coronavirus in Malaysia,thequint.com,https://www.thequint.com/news/webqoof/report-says-tripura-man-died-of-coronavirus-in-malaysia-authorities-deny,False,false
“Corona virus: Florida man arrested for robbery using cough as a weapon.”,politifact.com,https://www.politifact.com/factchecks/2020/feb/28/facebook-posts/no-coronavirus-disease-was-not-used-weapon-robbery/,Pants on Fire,false
A meme replicates a Nostradamus prophecy foretelling the 2020 COVID-19 coronavirus disease pandemic.,snopes.com,https://www.snopes.com/fact-check/nostradamus-covid-19/,False,false
"An image shared thousands of times on Facebook purports to be evidence that Israel has developed a vaccine for the novel coronavirus. The claim is misleading; the image used to illustrate a vial of the new drug is originally a stock picture while the MIGAL Research Institute in Israel, despite having a head start, continues to work on a vaccine for COVID-19.",factcheck.afp.com,https://factcheck.afp.com/scientists-israel-are-still-working-developing-vaccine-covid-19,Misleading,false
“The Simpsons” predicted the coronavirus.,politifact.com,https://www.politifact.com/factchecks/2020/feb/27/viral-image/doh-simpsons-didnt-predict-coronavirus/,Pants on Fire,false
"Coronavirus patients are being ""cremated alive"" in China.",politifact.com,https://www.politifact.com/factchecks/2020/feb/26/facebook-posts/chinese-billionaire-floats-conspiracy-about-corona/,False,false
Homeopathic drug ‘Arsenicum album 30’ can prevent Coronavirus infection,altnews.in,https://www.altnews.in/no-homeopathic-drug-arsenicum-album-30-cannot-prevent-coronavirus-infection-as-claimed-by-ayush-ministry/,False,false
"Donald Trump tweeted, “Corona vaccine from Israel! Stock market up! Economy even stronger now! Besides US, Israel best at inventions: Judaism, olives. Wonderful vaccine, will stop Corona DEAD around world. Can’t make vaccines when being bombed, not have been possible without peace I created in Israel!”",politifact.com,https://www.politifact.com/factchecks/2020/mar/06/viral-image/no-donald-trump-didnt-tweet-israel-has-coronavirus/,False,false
